Timestamp,Water Level(In mm),Flagged
2018-09-13 07:57:35,5620.0,False
2018-09-13 08:03:18,5623.0,False
2018-09-13 08:09:01,5622.0,False
2018-09-13 08:19:45,5621.0,False
2018-09-13 08:29:52,5617.0,False
2018-09-13 08:39:59,5617.0,False
2018-09-13 08:50:06,5616.0,False
2018-09-13 09:00:13,5619.0,False
2018-09-13 09:10:20,5619.0,False
2018-09-13 09:21:09,5626.0,False
2018-09-13 09:31:16,5626.0,False
2018-09-13 09:41:23,5629.0,False
2018-09-13 09:51:30,5627.0,False
2018-09-13 10:01:37,5626.0,False
2018-09-13 10:11:44,5621.0,False
2018-09-13 10:22:34,5622.0,False
2018-09-13 10:32:41,5626.0,False
2018-09-13 10:42:48,5618.0,False
2018-09-13 10:52:55,5625.0,False
2018-09-13 11:03:02,5621.0,False
2018-09-13 11:13:09,5626.0,False
2018-09-13 11:23:59,5631.0,False
2018-09-13 11:34:06,5625.0,False
2018-09-13 11:44:13,5629.0,False
2018-09-13 11:54:20,5627.0,False
2018-09-13 12:04:27,5635.0,False
2018-09-13 12:14:34,5628.0,False
2018-09-13 12:26:40,5634.0,False
2018-09-13 12:36:47,5641.0,False
2018-09-13 12:46:54,5633.0,False
2018-09-13 12:57:01,5634.0,False
2018-09-13 13:07:08,5636.0,False
2018-09-13 13:17:15,5640.0,False
2018-09-13 13:29:21,5644.0,False
2018-09-13 13:39:28,5646.0,False
2018-09-13 13:49:35,5656.0,False
2018-09-13 13:59:42,5643.0,False
2018-09-13 14:09:49,5649.0,False
2018-09-13 14:19:56,5647.0,False
2018-09-13 14:30:50,5654.0,False
2018-09-13 14:40:57,5651.0,False
2018-09-13 14:51:04,5656.0,False
2018-09-13 15:01:11,5658.0,False
2018-09-13 15:11:18,5661.0,False
2018-09-13 15:21:25,5663.0,False
2018-09-13 15:32:14,5670.0,False
2018-09-13 15:42:21,5669.0,False
2018-09-13 15:52:28,5682.0,False
2018-09-13 16:02:35,5671.0,False
2018-09-13 16:12:42,5672.0,False
2018-09-13 16:22:49,5667.0,False
2018-09-13 16:33:47,5668.0,False
2018-09-13 16:43:54,5669.0,False
2018-09-13 16:54:01,5669.0,False
2018-09-13 17:04:08,5667.0,False
2018-09-13 17:14:15,5668.0,False
2018-09-13 17:24:22,5664.0,False
2018-09-13 17:35:12,5665.0,False
2018-09-13 17:45:19,5659.0,False
2018-09-13 17:55:26,5658.0,False
2018-09-13 18:05:33,5653.0,False
2018-09-13 18:15:40,5666.0,False
2018-09-13 18:25:47,5649.0,False
2018-09-13 18:36:37,5647.0,False
2018-09-13 18:46:44,5651.0,False
2018-09-13 18:56:51,5650.0,False
2018-09-13 19:06:58,5646.0,False
2018-09-13 19:17:05,5644.0,False
2018-09-13 19:27:12,5643.0,False
2018-09-13 19:38:01,5643.0,False
2018-09-13 19:48:08,5645.0,False
2018-09-13 19:58:15,5643.0,False
2018-09-13 20:08:22,5642.0,False
2018-09-13 20:18:29,5644.0,False
2018-09-13 20:28:36,5643.0,False
2018-09-13 20:39:32,5647.0,False
2018-09-13 20:49:39,5646.0,False
2018-09-13 20:59:46,5647.0,False
2018-09-13 21:09:53,5648.0,False
2018-09-13 21:20:00,5646.0,False
2018-09-13 21:30:07,5645.0,False
2018-09-13 21:40:57,5640.0,False
2018-09-13 21:51:04,5647.0,False
2018-09-13 22:01:11,5648.0,False
2018-09-13 22:11:18,5647.0,False
2018-09-13 22:21:25,5650.0,False
2018-09-13 22:31:32,5649.0,False
2018-09-13 22:42:22,5651.0,False
2018-09-13 22:52:29,5652.0,False
2018-09-13 23:02:36,5650.0,False
2018-09-13 23:12:43,5650.0,False
2018-09-13 23:22:50,5649.0,False
2018-09-13 23:32:57,5649.0,False
2018-09-13 23:43:48,5647.0,False
2018-09-13 23:53:55,5647.0,False
2018-09-14 00:04:02,5653.0,False
2018-09-14 00:14:09,5650.0,False
2018-09-14 00:24:16,5670.0,False
2018-09-14 00:34:23,5659.0,False
2018-09-14 00:45:15,5658.0,False
2018-09-14 00:55:22,5661.0,False
2018-09-14 01:05:29,5662.0,False
2018-09-14 01:15:36,5664.0,False
2018-09-14 01:25:43,5663.0,False
2018-09-14 01:35:50,5657.0,False
2018-09-14 01:46:41,5664.0,False
2018-09-14 01:56:48,5662.0,False
2018-09-14 02:06:55,5663.0,False
2018-09-14 02:17:02,5664.0,False
2018-09-14 02:27:09,5664.0,False
2018-09-14 02:37:16,5662.0,False
2018-09-14 02:48:06,5665.0,False
2018-09-14 02:58:13,5668.0,False
2018-09-14 03:08:20,5662.0,False
2018-09-14 03:18:27,5667.0,False
2018-09-14 03:28:34,5663.0,False
2018-09-14 03:38:41,5662.0,False
2018-09-14 03:49:29,5662.0,False
2018-09-14 03:59:36,5663.0,False
2018-09-14 04:09:43,5668.0,False
2018-09-14 04:19:50,5672.0,False
2018-09-14 04:29:57,5667.0,False
2018-09-14 04:40:04,5669.0,False
2018-09-14 04:50:53,5669.0,False
2018-09-14 05:01:00,5673.0,False
2018-09-14 05:11:07,5672.0,False
2018-09-14 05:21:14,5673.0,False
2018-09-14 05:31:21,5673.0,False
2018-09-14 05:41:28,5672.0,False
2018-09-14 05:52:16,5674.0,False
2018-09-14 06:02:23,5677.0,False
2018-09-14 06:12:30,5679.0,False
2018-09-14 06:22:37,5675.0,False
2018-09-14 06:32:44,5674.0,False
2018-09-14 06:42:51,5673.0,False
2018-09-14 06:53:42,5673.0,False
2018-09-14 07:03:49,5672.0,False
2018-09-14 07:13:56,5672.0,False
2018-09-14 07:24:03,5671.0,False
2018-09-14 07:34:10,5670.0,False
2018-09-14 07:44:17,5668.0,False
2018-09-14 07:55:07,5671.0,False
2018-09-14 08:05:14,5674.0,False
2018-09-14 08:15:21,5671.0,False
2018-09-14 08:25:28,5672.0,False
2018-09-14 08:35:35,5673.0,False
2018-09-14 08:45:42,5676.0,False
2018-09-14 08:56:32,5675.0,False
2018-09-14 09:06:39,5679.0,False
2018-09-14 09:16:46,5676.0,False
2018-09-14 09:26:53,5678.0,False
2018-09-14 09:37:00,5682.0,False
2018-09-14 09:47:07,5685.0,False
2018-09-14 09:57:57,5682.0,False
2018-09-14 10:08:04,5678.0,False
2018-09-14 10:18:11,5678.0,False
2018-09-14 10:28:18,5678.0,False
2018-09-14 10:38:25,5679.0,False
2018-09-14 10:48:32,5679.0,False
2018-09-14 10:59:25,5678.0,False
2018-09-14 11:09:32,5678.0,False
2018-09-14 11:19:39,5679.0,False
2018-09-14 11:29:46,5676.0,False
2018-09-14 11:39:53,5681.0,False
2018-09-14 11:50:00,5680.0,False
2018-09-14 12:00:49,5682.0,False
2018-09-14 12:10:56,5697.0,False
2018-09-14 12:21:03,5698.0,False
2018-09-14 12:31:10,5698.0,False
2018-09-14 12:41:17,5691.0,False
2018-09-14 12:51:24,5690.0,False
2018-09-14 13:02:14,5691.0,False
2018-09-14 13:12:21,5693.0,False
2018-09-14 13:22:28,5696.0,False
2018-09-14 13:32:35,5691.0,False
2018-09-14 13:42:42,5704.0,False
2018-09-14 13:52:49,5717.0,False
2018-09-14 14:03:37,5707.0,False
2018-09-14 14:13:44,5712.0,False
2018-09-14 14:23:51,5714.0,False
2018-09-14 14:33:58,5705.0,False
2018-09-14 14:44:05,5722.0,False
2018-09-14 14:54:12,5721.0,False
2018-09-14 15:05:18,5714.0,False
2018-09-14 15:15:25,5717.0,False
2018-09-14 15:25:32,5716.0,False
2018-09-14 15:35:39,5714.0,False
2018-09-14 15:45:46,5717.0,False
2018-09-14 15:55:53,5718.0,False
2018-09-14 16:06:41,5718.0,False
2018-09-14 16:16:48,5721.0,False
2018-09-14 16:26:55,5723.0,False
2018-09-14 16:37:02,5723.0,False
2018-09-14 16:47:09,5726.0,False
2018-09-14 16:57:16,5727.0,False
2018-09-14 17:08:05,5725.0,False
2018-09-14 17:18:12,5722.0,False
2018-09-14 17:28:19,5728.0,False
2018-09-14 17:38:26,5722.0,False
2018-09-14 17:48:33,5722.0,False
2018-09-14 17:58:40,5713.0,False
2018-09-14 18:09:28,5711.0,False
2018-09-14 18:19:35,5706.0,False
2018-09-14 18:29:42,5703.0,False
2018-09-14 18:39:49,5699.0,False
2018-09-14 18:49:56,5698.0,False
2018-09-14 19:00:03,5706.0,False
2018-09-14 19:10:55,5696.0,False
2018-09-14 19:21:02,5692.0,False
2018-09-14 19:31:09,5696.0,False
2018-09-14 19:41:16,5697.0,False
2018-09-14 19:51:23,5695.0,False
2018-09-14 20:01:30,5692.0,False
2018-09-14 20:12:19,5694.0,False
2018-09-14 20:22:26,5697.0,False
2018-09-14 20:32:33,5695.0,False
2018-09-14 20:42:40,5695.0,False
2018-09-14 20:52:47,5695.0,False
2018-09-14 21:02:54,5695.0,False
2018-09-14 21:13:42,5697.0,False
2018-09-14 21:23:49,5699.0,False
2018-09-14 21:33:56,5698.0,False
2018-09-14 21:44:03,5699.0,False
2018-09-14 21:54:10,5699.0,False
2018-09-14 22:04:17,5698.0,False
2018-09-14 22:15:07,5702.0,False
2018-09-14 22:25:14,5697.0,False
2018-09-14 22:35:21,5698.0,False
2018-09-14 22:45:28,5700.0,False
2018-09-14 22:55:35,5700.0,False
2018-09-14 23:05:42,5699.0,False
2018-09-14 23:16:33,5700.0,False
2018-09-14 23:26:40,5715.0,False
2018-09-15 00:17:57,5703.0,False
2018-09-15 00:28:04,5702.0,False
2018-09-15 00:38:11,5704.0,False
2018-09-15 00:48:18,5699.0,False
2018-09-15 00:58:25,5704.0,False
2018-09-15 01:08:32,5702.0,False
2018-09-15 01:19:22,5703.0,False
2018-09-15 01:29:29,5705.0,False
2018-09-15 01:39:36,5703.0,False
2018-09-15 01:49:43,5705.0,False
2018-09-15 01:59:50,5702.0,False
2018-09-15 02:09:57,5707.0,False
2018-09-15 02:20:46,5707.0,False
2018-09-15 02:30:53,5706.0,False
2018-09-15 02:41:00,5706.0,False
2018-09-15 02:51:07,5708.0,False
2018-09-15 03:01:14,5705.0,False
2018-09-15 03:11:21,5702.0,False
2018-09-15 03:22:11,5701.0,False
2018-09-15 03:32:18,5707.0,False
2018-09-15 03:42:25,5707.0,False
2018-09-15 03:52:32,5708.0,False
2018-09-15 04:02:39,5710.0,False
2018-09-15 04:12:46,5709.0,False
2018-09-15 04:23:36,5713.0,False
2018-09-15 04:33:43,5708.0,False
2018-09-15 04:43:50,5709.0,False
2018-09-15 04:53:57,5711.0,False
2018-09-15 05:04:04,5711.0,False
2018-09-15 05:14:11,5710.0,False
2018-09-15 05:25:00,5707.0,False
2018-09-15 05:35:07,5709.0,False
2018-09-15 05:45:14,5711.0,False
2018-09-15 05:55:21,5710.0,False
2018-09-15 06:05:28,5712.0,False
2018-09-15 06:15:35,5721.0,False
2018-09-15 06:26:25,5710.0,False
2018-09-15 06:36:32,5708.0,False
2018-09-15 06:46:39,5710.0,False
2018-09-15 06:56:46,5709.0,False
2018-09-15 07:06:53,5709.0,False
2018-09-15 07:17:00,5706.0,False
2018-09-15 07:27:49,5706.0,False
2018-09-15 07:37:56,5707.0,False
2018-09-15 07:48:03,5707.0,False
2018-09-15 07:58:10,5707.0,False
2018-09-15 08:08:17,5707.0,False
2018-09-15 08:18:24,5723.0,False
2018-09-15 08:29:14,5707.0,False
2018-09-15 08:39:21,5709.0,False
2018-09-15 08:49:28,5708.0,False
2018-09-15 08:59:35,5716.0,False
2018-09-15 09:09:42,5717.0,False
2018-09-15 09:19:49,5720.0,False
2018-09-15 09:30:54,5721.0,False
2018-09-15 09:41:01,5716.0,False
2018-09-15 09:51:08,5719.0,False
2018-09-15 10:01:15,5717.0,False
2018-09-15 10:11:22,5723.0,False
2018-09-15 10:21:29,5713.0,False
2018-09-15 10:33:05,5715.0,False
2018-09-15 10:43:12,5712.0,False
2018-09-15 10:53:19,5717.0,False
2018-09-15 11:03:26,5737.0,False
2018-09-15 11:13:33,5722.0,False
2018-09-15 11:23:40,5730.0,False
2018-09-15 11:34:30,5728.0,False
2018-09-15 11:44:37,5720.0,False
2018-09-15 11:54:44,5728.0,False
2018-09-15 12:04:51,5727.0,False
2018-09-15 12:14:58,5723.0,False
2018-09-15 12:25:05,5724.0,False
2018-09-15 12:36:09,5732.0,False
2018-09-15 12:46:16,5732.0,False
2018-09-15 12:56:23,5730.0,False
2018-09-15 13:06:30,5729.0,False
2018-09-15 13:16:37,5727.0,False
2018-09-15 13:26:44,5738.0,False
2018-09-15 13:37:34,5734.0,False
2018-09-15 13:47:41,5730.0,False
2018-09-15 13:57:48,5736.0,False
2018-09-15 14:07:55,5741.0,False
2018-09-15 14:18:02,5736.0,False
2018-09-15 14:28:09,5738.0,False
2018-09-15 14:39:13,5745.0,False
2018-09-15 14:49:20,5745.0,False
2018-09-15 14:59:27,5745.0,False
2018-09-15 15:09:34,5747.0,False
2018-09-15 15:19:41,5749.0,False
2018-09-15 15:29:48,5753.0,False
2018-09-15 15:40:36,5755.0,False
2018-09-15 15:50:43,5756.0,False
2018-09-15 16:00:50,5756.0,False
2018-09-15 16:10:57,5760.0,False
2018-09-15 16:21:04,5762.0,False
2018-09-15 16:31:11,5762.0,False
2018-09-15 16:41:59,5763.0,False
2018-09-15 16:52:06,5759.0,False
2018-09-15 17:02:13,5761.0,False
2018-09-15 17:12:20,5756.0,False
2018-09-15 17:22:27,5753.0,False
2018-09-15 17:32:34,5755.0,False
2018-09-15 17:43:38,5750.0,False
2018-09-15 17:53:45,5748.0,False
2018-09-15 18:03:52,5753.0,False
2018-09-15 18:13:59,5745.0,False
2018-09-15 18:24:06,5739.0,False
2018-09-15 18:34:13,5736.0,False
2018-09-15 18:45:02,5736.0,False
2018-09-15 18:55:09,5737.0,False
2018-09-15 19:05:16,5737.0,False
2018-09-15 19:15:23,5731.0,False
2018-09-15 19:25:30,5734.0,False
2018-09-15 19:35:37,5733.0,False
2018-09-15 19:46:27,5731.0,False
2018-09-15 19:56:34,5743.0,False
2018-09-15 20:06:41,5730.0,False
2018-09-15 20:16:48,5730.0,False
2018-09-15 20:26:55,5725.0,False
2018-09-15 20:37:02,5728.0,False
2018-09-15 20:47:51,5727.0,False
2018-09-15 20:57:58,5730.0,False
2018-09-15 21:08:05,5728.0,False
2018-09-15 21:18:12,5727.0,False
2018-09-15 21:28:19,5732.0,False
2018-09-15 21:38:26,5728.0,False
2018-09-15 21:49:16,5727.0,False
2018-09-15 21:59:23,5729.0,False
2018-09-15 22:09:30,5733.0,False
2018-09-15 22:19:37,5731.0,False
2018-09-15 22:29:44,5733.0,False
2018-09-15 22:39:51,5736.0,False
2018-09-15 22:50:39,5744.0,False
2018-09-15 23:00:46,5735.0,False
2018-09-15 23:10:53,5731.0,False
2018-09-15 23:21:00,5737.0,False
2018-09-15 23:31:07,5742.0,False
2018-09-15 23:41:14,5736.0,False
2018-09-15 23:52:03,5740.0,False
2018-09-16 00:02:10,5735.0,False
2018-09-16 00:12:17,5735.0,False
2018-09-16 00:22:24,5736.0,False
2018-09-16 00:32:31,5733.0,False
2018-09-16 00:42:38,5740.0,False
2018-09-16 00:53:27,5739.0,False
2018-09-16 01:03:34,5737.0,False
2018-09-16 01:13:41,5738.0,False
2018-09-16 01:23:48,5734.0,False
2018-09-16 01:33:55,5736.0,False
2018-09-16 01:44:02,5735.0,False
2018-09-16 01:54:52,5737.0,False
2018-09-16 02:04:59,5739.0,False
2018-09-16 02:15:06,5741.0,False
2018-09-16 02:25:13,5740.0,False
2018-09-16 02:35:20,5741.0,False
2018-09-16 02:45:27,5740.0,False
2018-09-16 02:56:16,5741.0,False
2018-09-16 03:06:23,5741.0,False
2018-09-16 03:16:30,5740.0,False
2018-09-16 03:26:37,5741.0,False
2018-09-16 03:36:44,5744.0,False
2018-09-16 03:46:51,5739.0,False
2018-09-16 03:57:41,5740.0,False
2018-09-16 04:07:48,5743.0,False
2018-09-16 04:17:55,5742.0,False
2018-09-16 04:28:02,5743.0,False
2018-09-16 04:38:09,5740.0,False
2018-09-16 04:48:16,5742.0,False
2018-09-16 04:59:06,5741.0,False
2018-09-16 05:09:13,5741.0,False
2018-09-16 05:19:20,5741.0,False
2018-09-16 05:29:27,5744.0,False
2018-09-16 05:39:34,5743.0,False
2018-09-16 05:49:41,5739.0,False
2018-09-16 06:00:29,5744.0,False
2018-09-16 06:10:36,5740.0,False
2018-09-16 06:20:43,5741.0,False
2018-09-16 06:30:50,5740.0,False
2018-09-16 06:40:57,5745.0,False
2018-09-16 06:51:04,5740.0,False
2018-09-16 07:01:57,5741.0,False
2018-09-16 07:12:04,5740.0,False
2018-09-16 07:22:11,5743.0,False
2018-09-16 07:32:18,5742.0,False
2018-09-16 07:42:25,5740.0,False
2018-09-16 07:52:32,5741.0,False
2018-09-16 08:03:21,5742.0,False
2018-09-16 08:13:28,5739.0,False
2018-09-16 08:23:35,5741.0,False
2018-09-16 08:33:42,5741.0,False
2018-09-16 08:43:49,5757.0,False
2018-09-16 08:53:56,5755.0,False
2018-09-16 09:04:44,5745.0,False
2018-09-16 09:14:51,5745.0,False
2018-09-16 09:24:58,5735.0,False
2018-09-16 09:35:05,5745.0,False
2018-09-16 09:45:12,5744.0,False
2018-09-16 09:55:19,5750.0,False
2018-09-16 10:06:09,5748.0,False
2018-09-16 10:16:16,5744.0,False
2018-09-16 10:26:23,5747.0,False
2018-09-16 10:36:30,5744.0,False
2018-09-16 10:46:37,5745.0,False
2018-09-16 10:56:44,5754.0,False
2018-09-16 11:07:47,5745.0,False
2018-09-16 11:17:54,5744.0,False
2018-09-16 11:28:01,5747.0,False
2018-09-16 11:38:08,5747.0,False
2018-09-16 11:48:15,5750.0,False
2018-09-16 11:58:22,5756.0,False
2018-09-16 12:09:12,5754.0,False
2018-09-16 12:19:19,5772.0,False
2018-09-16 12:29:26,5757.0,False
2018-09-16 12:39:33,5751.0,False
2018-09-16 12:49:40,5762.0,False
2018-09-16 12:59:47,5763.0,False
2018-09-16 13:10:36,5758.0,False
2018-09-16 13:20:43,5762.0,False
2018-09-16 13:30:50,5768.0,False
2018-09-16 13:40:57,5770.0,False
2018-09-16 13:51:04,5762.0,False
2018-09-16 14:01:11,5771.0,False
2018-09-16 14:12:09,5768.0,False
2018-09-16 14:22:16,5772.0,False
2018-09-16 14:32:23,5774.0,False
2018-09-16 14:42:30,5772.0,False
2018-09-16 14:52:37,5778.0,False
2018-09-16 15:02:44,5773.0,False
2018-09-16 15:13:35,5783.0,False
2018-09-16 15:23:42,5782.0,False
2018-09-16 15:33:49,5781.0,False
2018-09-16 15:43:56,5781.0,False
2018-09-16 15:54:03,5779.0,False
2018-09-16 16:04:10,5780.0,False
2018-09-16 16:15:00,5782.0,False
2018-09-16 16:25:07,5787.0,False
2018-09-16 16:35:14,5787.0,False
2018-09-16 16:45:21,5785.0,False
2018-09-16 16:55:28,5789.0,False
2018-09-16 17:05:35,5790.0,False
2018-09-16 17:16:25,5785.0,False
2018-09-16 17:26:32,5781.0,False
2018-09-16 17:36:39,5778.0,False
2018-09-16 17:46:46,5779.0,False
2018-09-16 17:56:53,5775.0,False
2018-09-16 18:07:00,5779.0,False
2018-09-16 18:17:49,5772.0,False
2018-09-16 18:27:56,5771.0,False
2018-09-16 18:38:03,5773.0,False
2018-09-16 18:48:10,5774.0,False
2018-09-16 18:58:17,5768.0,False
2018-09-16 19:08:24,5774.0,False
2018-09-16 19:19:14,5767.0,False
2018-09-16 19:29:21,5767.0,False
2018-09-16 19:39:28,5767.0,False
2018-09-16 19:49:35,5766.0,False
2018-09-16 19:59:42,5764.0,False
2018-09-16 20:09:49,5763.0,False
2018-09-16 20:20:38,5762.0,False
2018-09-16 20:30:45,5763.0,False
2018-09-16 20:40:52,5762.0,False
2018-09-16 20:50:59,5759.0,False
2018-09-16 21:01:06,5759.0,False
2018-09-16 21:11:13,5766.0,False
2018-09-16 21:22:01,5762.0,False
2018-09-16 21:32:08,5761.0,False
2018-09-16 21:42:15,5765.0,False
2018-09-16 21:52:22,5762.0,False
2018-09-16 22:02:29,5762.0,False
2018-09-16 22:12:36,5766.0,False
2018-09-16 22:23:25,5765.0,False
2018-09-16 22:33:32,5762.0,False
2018-09-16 22:43:39,5764.0,False
2018-09-16 22:53:46,5763.0,False
2018-09-16 23:03:53,5765.0,False
2018-09-16 23:14:00,5765.0,False
2018-09-16 23:24:50,5764.0,False
2018-09-16 23:34:57,5763.0,False
2018-09-16 23:45:04,5765.0,False
2018-09-16 23:55:11,5768.0,False
2018-09-17 00:05:18,5766.0,False
2018-09-17 00:15:25,5769.0,False
2018-09-17 00:26:15,5771.0,False
2018-09-17 00:36:22,5769.0,False
2018-09-17 00:46:29,5766.0,False
2018-09-17 00:56:36,5767.0,False
2018-09-17 01:06:43,5767.0,False
2018-09-17 01:16:50,5768.0,False
2018-09-17 01:27:39,5767.0,False
2018-09-17 01:37:46,5767.0,False
2018-09-17 01:47:53,5769.0,False
2018-09-17 01:58:00,5764.0,False
2018-09-17 02:08:07,5768.0,False
2018-09-17 02:18:14,5768.0,False
2018-09-17 02:29:04,5770.0,False
2018-09-17 02:39:11,5767.0,False
2018-09-17 02:49:18,5764.0,False
2018-09-17 02:59:25,5766.0,False
2018-09-17 03:09:32,5765.0,False
2018-09-17 03:19:39,5769.0,False
2018-09-17 03:30:43,5770.0,False
2018-09-17 03:40:50,5768.0,False
2018-09-17 03:50:57,5768.0,False
2018-09-17 04:01:04,5765.0,False
2018-09-17 04:11:11,5770.0,False
2018-09-17 04:21:18,5771.0,False
2018-09-17 04:32:12,5775.0,False
2018-09-17 04:42:19,5774.0,False
2018-09-17 04:52:26,5770.0,False
2018-09-17 05:02:33,5767.0,False
2018-09-17 05:12:40,5774.0,False
2018-09-17 05:22:47,5771.0,False
2018-09-17 05:33:36,5776.0,False
2018-09-17 05:43:43,5775.0,False
2018-09-17 05:53:50,5775.0,False
2018-09-17 06:03:57,5777.0,False
2018-09-17 06:14:04,5772.0,False
2018-09-17 06:24:11,5773.0,False
2018-09-17 06:35:01,5769.0,False
2018-09-17 06:45:08,5766.0,False
2018-09-17 06:55:15,5768.0,False
2018-09-17 07:05:22,5766.0,False
2018-09-17 07:15:29,5767.0,False
2018-09-17 07:25:36,5766.0,False
2018-09-17 07:36:24,5766.0,False
2018-09-17 07:46:31,5771.0,False
2018-09-17 07:56:38,5772.0,False
2018-09-17 08:06:45,5773.0,False
2018-09-17 08:16:52,5772.0,False
2018-09-17 08:26:59,5773.0,False
2018-09-17 08:37:49,5774.0,False
2018-09-17 08:47:56,5770.0,False
2018-09-17 08:58:03,5773.0,False
